codice_aic;denominazione;principio_attivo;confezione;classe
39106051;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 14 litri;A
39106063;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 20 litri;A
39106075;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 30 litri;A
39106099;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 5 litri;A
39106101;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 7 litri;A
39106113;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 14 litri;A
39106125;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 20 litri;A
39106137;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 30 litri;A
39106176;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 25 litri;A
39106188;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 30 litri;A
39106190;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 37 litri;A
39106202;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 40 litri;A
39106214;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 45 litri;A
39106238;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 10 litri;A
39106277;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 31 litri;A
39106289;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 41 litri;A
39109018;SANOXYGEN;Ossigeno;150 bar gas med compresso bomb 7 litri;A
39109044;SANOXYGEN;Ossigeno;gas med criogenico contenitore mobile 31 litri;A
39109057;SANOXYGEN;Ossigeno;200 bar gas med compresso bomb 14 litri;A
39110109;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 25 litri;A
39110111;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 31 litri;A
39110123;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 37 litri;A
39110135;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 41 litri;A
39110147;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 46 litri;A
39110212;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 5 litri;A
39110224;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 5 litri;A
39110236;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 7 litri;A
39110248;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 7 litri;A
39110251;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 10 litri;A
39110263;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 10 litri;A
39110275;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 14 litri;A
39110287;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 14 litri;A
39110299;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 20 litri;A
39110301;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 20 litri;A
39110313;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 27 litri;A
39110325;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 27 litri;A
39110440;OSSIGENO;Ossigeno;300 bar gas med compresso bomb in acciaio 10 litri litri svolti 3290 con valvola vi;A
39110453;OSSIGENO;Ossigeno;300 bar gas med compresso bomb in acciaio 10 litri litri svolti 3290 con valvola vr;A
39110465;OSSIGENO;Ossigeno;300 bar gas med compresso bomb in acciaio 14 litri litri svolti 4610 con valvola vi;A
39110477;OSSIGENO;Ossigeno;300 bar gas med compresso bomb in acciaio 14 litri litri svolti 4610 con valvola vr;A
39110489;OSSIGENO;Ossigeno;300 bar gas med compresso bomb in acciaio 18 litri litri svolti 5930 con valvola vi;A
39110503;OSSIGENO;Ossigeno;300 bar gas med compresso bomb in acciaio 20 litri litri svolti 6590 con valvola vi;A
39110515;OSSIGENO;Ossigeno;300 bar gas med compresso bomb in acciaio 20 litri litri svolti 6590 con valvola vr;A
39110527;OSSIGENO;Ossigeno;300 bar gas med compresso bomb in acciaio 27 litri litri svolti 8890 con valvola vi;A
39110539;OSSIGENO;Ossigeno;300 bar gas med compresso bomb in acciaio 27 litri litri svolti 8890 con valvola vr;A
39125012;ZARZIO;Filgrastim;1 siringa 30.000.000 UI 0,5 ml;A
39125051;ZARZIO;Filgrastim;1 siringa 48.000.000 UI 0,5 ml;A
39131026;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 5 litri;A
39131038;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 7 litri;A
39131040;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 10 litri;A
39131053;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 14 litri;A
39131065;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 30 litri;A
39131089;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 31,5 litri;A
39132042;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 5 litri;A
39132055;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 7 litri;A
39132067;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 10 litri;A
39132079;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 14 litri;A
39132081;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 27 litri;A
39132117;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 5 litri;A
39132129;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 14 litri;A
39132143;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 5 litri;A
39132156;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 14 litri;A
39132168;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 7 litri;A
39132307;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 5 litri;A
39132319;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 14 litri;A
39132333;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 30 litri;A
39132360;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 30 litri;A
39132372;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 27 litri;A
39133044;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 5 litri;A
39133057;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 7 litri;A
39133069;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 10 litri;A
39133071;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 14 litri;A
39133083;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 20 litri;A
39133095;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 27 litri;A
39133107;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 30 litri;A
39133158;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 31 litri;A
39133160;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 36 litri;A
39133172;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 41 litri;A
39133273;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 5 litri;A
39133285;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 7 litri;A
39133297;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 10 litri;A
39133309;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 14 litri;A
39133311;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 20 litri;A
39133323;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 27 litri;A
39133335;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 30 litri;A
39134046;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 5 litri;A
39134059;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 7 litri;A
39134061;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 10 litri;A
39134073;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 14 litri;A
39134147;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 5 litri;A
39134150;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 14 litri;A
39134162;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 20 litri;A
39134174;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 5 litri;A
39134186;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 10 litri;A
39134224;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 31 litri;A
39134299;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 5 litri;A
39134313;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 17 litri;A
39134325;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 20 litri;A
39134337;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 24 litri;A
39134349;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 27 litri;A
39134352;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 30 litri;A
39134376;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 7 litri;A
39134388;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 10 litri;A
39134390;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 24 litri;A
39134402;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 27 litri;A
39134438;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 7 litri;A
39134453;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 7 litri;A
39134465;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 25,5 litri;A
39134477;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 30 litri;A
39134489;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 33 litri;A
39134515;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 38 litri;A
39134527;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 41 litri;A
39134539;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 46 litri;A
39150180;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 5 litri;A
39150192;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 5 litri;A
39150204;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 5 litri;A
39150216;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 5 litri;A
39150228;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 7 litri;A
39150230;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 7 litri;A
39150242;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 7 litri;A
39150255;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 7 litri;A
39150267;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 10 litri;A
39150279;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 10 litri;A
39150281;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 14 litri;A
39150293;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 14 litri;A
39150305;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 14 litri;A
39150317;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 14 litri;A
39150356;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 25 litri;A
39150368;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 31 litri;A
39150370;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 37 litri;A
39187101;ALBUNORM;Albumina umana;1 flacone EV 50 ml 25% 250 g/l;A
39160015;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 5 litri;A
39160027;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 7 litri;A
39160039;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 10 litri;A
39160041;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 14 litri;A
39160054;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 27 litri;A
39160080;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 5 litri;A
39160092;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 7 litri;A
39160104;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 10 litri;A
39160116;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 14 litri;A
39160128;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 27 litri;A
39160155;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 31 litri;A
39160167;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 41 litri;A
39180031;ALONEB;Nebivololo/idroclorotiazide;28 cpr riv 5 mg + 12,5 mg;A
39180094;ALONEB;Nebivololo/idroclorotiazide;28 cpr riv 5 mg + 25 mg;A
39181033;LOBIDIUR;Nebivololo/idroclorotiazide;28 cpr riv 5 mg + 12,5 mg;A
39181096;LOBIDIUR;Nebivololo/idroclorotiazide;28 cpr riv 5 mg + 25 mg;A
39182035;NOBIZIDE;Nebivololo/idroclorotiazide;28 cpr riv 5 mg + 12,5 mg;A
39182098;NOBIZIDE;Nebivololo/idroclorotiazide;28 cpr riv 5 mg + 25 mg;A
39187063;ALBUNORM;Albumina umana;1 flacone EV 50 ml 20% 200 g/l;A
39187087;ALBUNORM;Albumina umana;1 flacone EV 100 ml 20% 200 g/l;A
39232018;FIRMAGON;Degarelix;1 flaconcino 80 mg polv + 1 siringa solv 4,2 ml;A
39232020;FIRMAGON;Degarelix;2 flaconcini polv 120 mg + 2 siringhe solv 3 ml;A
39259039;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 5 litri;A
39259041;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 7 litri;A
39259054;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 14 litri;A
39259078;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 7 litri;A
39259080;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 14 litri;A
39259104;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 31 litri;A
39259116;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 41 litri;A
39333012;HUMATIN;Paromomicina;16 cps 250 mg;A
39359017;FENTALGON;Fentanil;3 cerotti transd 25 mcg/ora;A
39359029;FENTALGON;Fentanil;3 cerotti transd 50 mcg/ora;A
39359031;FENTALGON;Fentanil;3 cerotti transd 75 mcg/ora;A
39359043;FENTALGON;Fentanil;3 cerotti transd 100 mcg/ora;A
39364017;CONBRIZA;Bazedoxifene;28 cpr riv 20 mg;A
39365010;VICTOZA;Liraglutide;2 penne SC 3 ml 6 mg/ml;A
39385024;WILATE;Fattore VIII umano di coagulazione/fattore di Von Willebrand;1 flacone EV 900 UI + 1 flaconcino solv 5 ml + sir;A
39385048;WILATE;Fattore VIII umano di coagulazione/fattore di Von Willebrand;1 flacone EV 1.000 UI + 1 flaconcino solv 10 ml + sir;A
39453028;ONGLYZA;Saxagliptin;28 cpr riv 5 mg;A
39453129;ONGLYZA;Saxagliptin;28 cpr riv 2,5 mg;A
39474123;EPORATIO;Epoetina teta;1 siringa 10.000 UI 1 ml con dispositivo di sicurezza;A
39474186;EPORATIO;Epoetina teta;1 siringa 20.000 UI 1 ml con dispositivo di sicurezza;A
39474248;EPORATIO;Epoetina teta;1 siringa 30.000 UI 1 ml con dispositivo di sicurezza;A
39480064;RENVELA;Sevelamer;60 bust polv os 2,4 g;A
39481092;TEVAGRASTIM;Filgrastim;1 siringa 30.000.000 UI 0,5 ml;A
39481104;TEVAGRASTIM;Filgrastim;5 siringhe 30 MU 0,5 ml;A
39520022;RILOVANS;Sodio risedronato;12 cpr riv 35 mg;A
39538018;ADENURIC;Febuxostat;28 cpr riv 80 mg;A
39538032;ADENURIC;Febuxostat;28 cpr riv 120 mg;A
39542016;INSTANYL;Fentanil;10 dosi spray nasale 50 mcg;A
39542028;INSTANYL;Fentanil;20 dosi spray nasale 50 mcg;A
39542042;INSTANYL;Fentanil;10 dosi spray nasale 100 mcg;A
39542055;INSTANYL;Fentanil;20 dosi spray nasale 100 mcg;A
39542079;INSTANYL;Fentanil;10 dosi spray nasale 200 mcg;A
39542081;INSTANYL;Fentanil;20 dosi spray nasale 200 mcg;A
39564012;SORBISTERIT;Calcio polistirensolfonato;os rett polv 500 g;A
39586045;TARGIN;Oxicodone/naloxone;28 cpr riv 5 mg + 2,5 mg rilascio prolungato;A
39586159;TARGIN;Oxicodone/naloxone;28 cpr riv 10 mg + 5 mg rilascio prolungato;A
39586262;TARGIN;Oxicodone/naloxone;28 cpr riv 20 mg + 10 mg rilascio prolungato;A
39586375;TARGIN;Oxicodone/naloxone;28 cpr 40 mg + 20 mg rilascio prolungato;A
39589039;MULTAQ;Dronedarone;60 cpr riv 400 mg;A
39596010;RHESONATIV;Immunoglobulina umana anti-D;1 fiala IM 1 ml 625 UI/ml;A
39596022;RHESONATIV;Immunoglobulina umana anti-D;1 fiala IM 2 ml 625 UI/ml;A
39598026;ADCIRCA;Tadalafil;56 cpr riv 20 mg;A
39626027;FORTIDOSE;Carteololo;collirio 30 flaconcini 0,2 ml 1% rilascio prolungato;A
39626039;FORTIDOSE;Carteololo;collirio 30 flaconcini 0,2 ml 2% rilascio prolungato;A
39641028;VANTAVO;Acido alendronico/colecalciferolo;4 cpr 70 mg + 2.800 UI;A
39644012;ZUTECTRA;Immunoglobulina umana antiepatite B;5 siringhe SC 1 ml 500 UI;A
39664026;ONBREZ BREEZHALER;Indacaterolo;polv inal 30 cps 150 mcg;A
39664077;ONBREZ BREEZHALER;Indacaterolo;polv inal 30 cps 300 mcg;A
39699020;HIROBRIZ BREEZHALER;Indacaterolo;polv inal 30 cps 150 mcg;A
39699071;HIROBRIZ BREEZHALER;Indacaterolo;polv inal 30 cps 300 mcg;A
39726245;BICALUTAMIDE;Bicalutamide;28 cpr riv 150 mg;A
39763091;DUOPLAVIN;Clopidogrel/acido acetilsalicilico;28 cpr riv 75 mg + 100 mg;A
39775046;SILODYX;Silodosina;30 cps 4 mg;A
39775111;SILODYX;Silodosina;30 cps 8 mg;A
39784020;FENVEL;Fentanil;3 cerotti transd 25 mcg/ora;A
39784261;FENVEL;Fentanil;3 cerotti transd 50 mcg/ora;A
39784347;FENVEL;Fentanil;3 cerotti transd 75 mcg/ora;A
39784588;FENVEL;Fentanil;3 cerotti transd 100 mcg/ora;A
39789045;UROREC;Silodosina;30 cps 4 mg;A
39789110;UROREC;Silodosina;30 cps 8 mg;A
39814013;LEPTOPROL;Leuprorelina;1 impianto SC 3,6 mg;A
39814052;LEPTOPROL;Leuprorelina;1 impianto SC in siringa preriempita 5 mg;A
39838040;LISINOPRIL;Lisinopril;14 cpr 20 mg;A
39846023;METFORMINA;Metformina;30 cpr riv 500 mg;A
39846086;METFORMINA;Metformina;30 cpr riv 850 mg;A
39846175;METFORMINA;Metformina;60 cpr riv 1.000 mg;A
39857014;ORALAIR;Polline graminacee phleum pratense/Dactylis glomerata/Anthoxanthum odoratum/Lolium perenne/Poa pratensis;31 cpr subl 100 IR - 300 IR;A
39857026;ORALAIR;Polline graminacee phleum pratense/Dactylis glomerata/Anthoxanthum odoratum/Lolium perenne/Poa pratensis;30 cpr subl 300 IR;A
39857038;ORALAIR;Polline graminacee phleum pratense/Dactylis glomerata/Anthoxanthum odoratum/Lolium perenne/Poa pratensis;90 cpr subl 300 IR;A
39910171;ZEBINIX;Eslicarbazepina;30 cpr 800 mg;A
4556027;GARDENALE;Fenobarbital;30 cpr 50 mg;A
39942038;PRAMIPEXOLO;Pramipexolo;30 cpr 0,18 mg;A
39942077;PRAMIPEXOLO;Pramipexolo;30 cpr 0,7 mg;A
39943016;ELONVA;Corifollitropina Alfa;1 siringa SC 100 mcg 0,5 ml + 1 ago;A
39943028;ELONVA;Corifollitropina Alfa;1 siringa SC 150 mcg 0,5 ml + 1 ago;A
39982018;SUMATRIPTAN;Sumatriptan;2 penne SC 6 mg 0,5 ml;A
40014019;OCTREOTIDE;Octreotide;10 fiale SC EV 1 ml 0,05 mg/ml;A
40014021;OCTREOTIDE;Octreotide;10 fiale SC EV 1 ml 0,1 mg/ml;A
40014033;OCTREOTIDE;Octreotide;10 fiale SC EV 1 ml 0,5 mg/ml;A
40092025;OCTANINE;Fattore IX di coagulazione del sangue umano liofilizzato;1 flaconcino polv 1000 UI + 1 flaconcino solv 10 ml;A
40107029;DAXAS;Roflumilast;30 cpr riv 500 mcg;A
40108033;PROLIA;Denosumab;1 siringa SC 60 mg 1 ml;A
40112031;OCTANATE;Fattore VIII umano di coagulazione/fattore di Von Willebrand;1 flaconcino EV 1.000 UI + 1 flaconcino solv 10 ml (100UI/ml);A
40114023;PERINDOPRIL INDAPAMIDE;Perindopril/indapamide;30 cpr 2 mg + 0,625 mg;A
40114062;PERINDOPRIL INDAPAMIDE;Perindopril/indapamide;30 cpr 4 mg + 1,25 mg;A
40124048;ESOMEPRAZOLO;Esomeprazolo;28 cps gastrores 20 mg;A
40124113;ESOMEPRAZOLO;Esomeprazolo;28 cps gastrores 40 mg;A
40128047;ATORVASTATINA;Atorvastatina;30 cpr riv 10 mg;A
40128100;ATORVASTATINA;Atorvastatina;30 cpr riv 20 mg;A
40128151;ATORVASTATINA;Atorvastatina;30 cpr riv 40 mg;A
40139103;LOSARTAN E IDROCLOROTIAZIDE;Losartan/idroclorotiazide;28 cpr riv 100 mg + 12,5 mg;A
40158014;NIVESTIM;Filgrastim;1 siringa SC EV 12.000.000 UI 0,2 ml;A
40158040;NIVESTIM;Filgrastim;1 siringa SC EV 30.000.000 UI 0,5 ml;A
40158077;NIVESTIM;Filgrastim;1 siringa SC EV 48.000.000 UI 0,5 ml;A
40246011;BINOSTO;Acido alendronico;4 cpr eff 70 mg;A
4561015;CORTONE ACETATO;Cortisone;20 cpr 25 mg;A
40328015;PECFENT;Fentanil;1 flacone spray nasale 100 mcg/erog;A
40328027;PECFENT;Fentanil;4 flaconi spray nasale 100 mcg/erogazione;A
40328039;PECFENT;Fentanil;1 flacone spray nasale 400 mcg/erog;A
40328041;PECFENT;Fentanil;4 flaconi spray nasale 400 mcg/erogazione;A
40335022;VERSATIS;Lidocaina;10 cerotti medicati 5%;A
40335059;VERSATIS;Lidocaina;30 cerotti medicati 5%;A
40422420;PALEXIA;Tapentadolo;30 cpr 50 mg rilascio prolungato;A
40422545;PALEXIA;Tapentadolo;30 cpr 100 mg rilascio prolungato;A
40422661;PALEXIA;Tapentadolo;30 cpr 150 mg rilascio prolungato;A
40422786;PALEXIA;Tapentadolo;30 cpr 200 mg rilascio prolungato;A
40422901;PALEXIA;Tapentadolo;30 cpr 250 mg rilascio prolungato;A
40423840;PALEXIA;Tapentadolo;40 cpr 25 mg rilascio prolungato;A
40486019;BISOPROLOLO;BISOPROLOLO;28 cpr riv 1,25 mg;A
40546044;BRILIQUE;Ticagrelor;56 cpr riv 90 mg;A
40622033;BONASOL;Acido alendronico;os soluz 4 flaconi 70 mg 100 ml;A
40627022;FOLIFILL;Acido folico;120 cpr 5 mg;A
40679033;ATORVASTATINA;Atorvastatina;30 cpr riv 10 mg;A
40679108;ATORVASTATINA;Atorvastatina;30 cpr riv 20 mg;A
40679173;ATORVASTATINA;Atorvastatina;30 cpr riv 40 mg;A
40679247;ATORVASTATINA;Atorvastatina;30 cpr riv 80 mg;A
40679312;ATORVASTATINA;Atorvastatina;30 cpr riv 10 mg;A
40679387;ATORVASTATINA;Atorvastatina;30 cpr riv 20 mg;A
40679452;ATORVASTATINA;Atorvastatina;30 cpr riv 40 mg;A
40679526;ATORVASTATINA;Atorvastatina;30 cpr riv 80 mg;A
40745010;ZAREDROP;Venlafaxina;os soluz flacone 60 ml + siringa;A
40761025;SYCREST;Asenapina;60 cpr sublinguali 5 mg;A
40761052;SYCREST;Asenapina;60 cpr sublinguali 10 mg;A
40778019;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 5 litri;A
40778021;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 5 litri;A
40778033;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 5 litri;A
40778045;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 5 litri;A
40778058;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 7 litri;A
40778060;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 7 litri;A
40778072;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 7 litri;A
40778084;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 7 litri;A
40778096;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 11 litri;A
40778108;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 11 litri;A
40778110;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 11 litri;A
40778122;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 11 litri;A
40778134;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 14 litri;A
40778146;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 14 litri;A
40778159;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 14 litri;A
40778161;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 14 litri;A
40778173;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 20 litri;A
40778185;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 20 litri;A
40778209;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 31 litri;A
40778211;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 32 litri;A
40778223;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 36 litri;A
40778235;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 44 litri;A
40778286;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 27 litri;A
40778298;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 33 litri;A
40783021;DONEPEZIL;Donepezil;28 cpr riv 5 mg;A
40783173;DONEPEZIL;Donepezil;28 cpr riv 10 mg;A
40949051;GILENYA;Fingolimod;28 cps 0,5 mg;A
40950038;QUETIAPINA;Quetiapina;30 cpr riv 25 mg;A
40950089;QUETIAPINA;Quetiapina;60 cpr riv 100 mg;A
40950127;QUETIAPINA;Quetiapina;60 cpr riv 200 mg;A
40950166;QUETIAPINA;Quetiapina;60 cpr riv 300 mg;A
40965028;DEPAKIN CHRONO;Acido valproico/sodio valproato;30 cpr 300 mg rilascio prolungato;A
41025026;SYKRATAN;Irbesartan;28 cpr riv 150 mg;A
41025038;SYKRATAN;Irbesartan;28 cpr riv 300 mg;A
41057047;MONTELUKAST;Montelukast;28 cpr riv 10 mg;A
41114012;COBESAR;Irbesartan/idroclorotiazide;28 cpr riv 150 mg + 12,5 mg;A
41114024;COBESAR;Irbesartan/idroclorotiazide;28 cpr riv 300 mg + 12,5 mg;A
41114036;COBESAR;Irbesartan/idroclorotiazide;28 cpr riv 300 mg + 25 mg;A
41141019;TROBALT;Retigabina;21 cpr riv 50 mg;A
41141021;TROBALT;Retigabina;84 cpr riv 50 mg;A
41141045;TROBALT;Retigabina;21 cpr riv 100 mg;A
41141058;TROBALT;Retigabina;84 cpr riv 100 mg;A
41141072;TROBALT;Retigabina;84 cpr riv 200 mg;A
41141096;TROBALT;Retigabina;84 cpr riv 300 mg;A
41141110;TROBALT;Retigabina;84 cpr riv 400 mg;A
41164397;BREAKYL;Fentanil;10 bust monodose film buccale 200 mcg;A
41164435;BREAKYL;Fentanil;10 bust monodose film buccale 400 mcg;A
41164474;BREAKYL;Fentanil;10 bust monodose film buccale 600 mcg;A
41164512;BREAKYL;Fentanil;10 bust monodose film buccale 800 mcg;A
41164625;BREAKYL;Fentanil;1 bust monod per dosaggio film buccale 200 mcg + 400 mcg + 600 mcg + 800 mcg;A
41176025;OMEPRAZOLO;Omeprazolo;14 cps gastrores 10 mg;A
41176140;OMEPRAZOLO;Omeprazolo;14 cps gastrores 20 mg;A
41180365;ADOPORT;Tacrolimus;30 cps 0,75 mg;A
41180466;ADOPORT;Tacrolimus;30 cps 2 mg;A
41219027;TARDYFER;Ferroso solfato;30 cpr riv 80 mg rilascio prolungato;A
41225018;ELIQUIS;Apixaban;10 cpr riv 2,5 mg;A
41225020;ELIQUIS;Apixaban;20 cpr riv 2,5 mg;A
41225032;ELIQUIS;Apixaban;60 cpr riv 2,5 mg;A
41225095;ELIQUIS;Apixaban;60 cpr riv 5 mg;A
41225145;ELIQUIS;Apixaban;28 cpr riv 5 mg;A
41263031;OXICODONE;Oxicodone;28 cpr 40 mg rilascio prolungato;A
41263157;OXICODONE;Oxicodone;28 cpr 60 mg rilascio prolungato;A
